Height,BMI,Sex,Weight
160.0,31.21,Female,79.9
158.7,26.98,Female,68.0
166.4,26.72,Female,74.0
164.7,27.52,Female,74.7
166.2,29.3,Female,80.9
159.7,22.35,Female,57.0
161.0,26.82,Female,69.5
162.1,21.74,Female,57.1
161.3,27.07,Female,70.4
163.4,26.21,Female,70.0
165.2,21.55,Female,58.8
159.5,29.21,Female,74.3
152.8,28.36,Female,66.2
158.0,26.96,Female,67.3
162.6,34.82,Female,92.1
175.4,30.13,Female,92.7
165.9,19.17,Female,52.8
173.2,29.2,Female,87.6
167.3,22.82,Female,63.9
169.8,24.67,Female,71.1
164.8,26.93,Female,73.1
170.8,35.45,Female,103.4
168.6,17.19,Female,48.9
159.0,23.62,Female,59.7
166.7,25.92,Female,72.0
161.0,26.26,Female,68.1
160.7,30.26,Female,78.1
173.9,24.01,Female,72.6
163.9,24.62,Female,66.1
173.2,23.43,Female,70.3
161.9,22.63,Female,59.3
164.6,22.3,Female,60.4
162.5,31.45,Female,83.0
164.1,26.04,Female,70.1
164.2,26.91,Female,72.6
164.7,24.49,Female,66.4
162.0,24.32,Female,63.8
163.9,28.46,Female,76.5
158.4,26.29,Female,66.0
166.0,27.51,Female,75.8
165.9,27.24,Female,75.0
168.4,24.47,Female,69.4
163.7,22.05,Female,59.1
173.7,27.53,Female,83.1
168.0,21.36,Female,60.3
174.1,27.89,Female,84.5
175.0,25.03,Female,76.7
165.7,28.3,Female,77.7
163.0,27.44,Female,72.9
165.8,22.39,Female,61.5
160.7,22.98,Female,59.3
150.6,27.51,Female,62.4
161.4,21.89,Female,57.0
168.7,29.6,Female,84.2
168.9,27.86,Female,79.5
166.0,23.71,Female,65.3
168.7,28.37,Female,80.7
169.9,22.63,Female,65.3
160.4,31.89,Female,82.0
169.8,25.77,Female,74.3
163.6,24.52,Female,65.6
162.4,29.31,Female,77.3
162.4,17.2,Female,45.4
180.6,22.46,Female,73.3
159.1,28.78,Female,72.9
171.0,22.45,Female,65.6
173.5,39.85,Female,120.0
175.5,19.53,Female,60.2
158.9,29.85,Female,75.4
178.8,23.26,Female,74.4
159.4,30.63,Female,77.8
161.8,24.05,Female,63.0
160.0,22.94,Female,58.7
161.1,23.34,Female,60.6
168.3,19.66,Female,55.7
168.0,24.92,Female,70.3
172.2,25.83,Female,76.6
168.9,22.37,Female,63.8
160.7,25.89,Female,66.9
169.5,23.91,Female,68.7
164.5,36.14,Female,97.8
167.9,25.65,Female,72.3
171.7,19.23,Female,56.7
164.8,18.27,Female,49.6
181.4,26.66,Female,87.7
166.2,29.25,Female,80.8
166.6,24.78,Female,68.8
156.6,23.41,Female,57.4
174.3,32.02,Female,97.3
177.0,27.03,Female,84.7
169.9,18.52,Female,53.5
167.8,26.31,Female,74.1
157.6,30.01,Female,74.5
173.7,26.51,Female,80.0
157.6,27.39,Female,68.0
173.6,29.32,Female,88.4
154.4,30.49,Female,72.7
163.1,25.58,Female,68.0
153.1,29.83,Female,69.9
173.4,26.41,Female,79.4
159.6,22.39,Female,57.0
162.2,33.31,Female,87.6
178.2,23.54,Female,74.8
177.6,29.76,Female,93.9
160.2,26.73,Female,68.6
173.8,21.05,Female,63.6
164.4,27.55,Female,74.5
166.5,27.65,Female,76.7
162.6,29.55,Female,78.1
178.9,26.77,Female,85.7
168.8,29.93,Female,85.3
168.7,27.06,Female,77.0
173.8,30.42,Female,91.9
160.5,20.41,Female,52.6
164.3,25.84,Female,69.8
160.1,33.46,Female,85.8
163.7,27.25,Female,73.0
161.1,25.13,Female,65.2
152.1,27.71,Female,64.1
179.5,28.57,Female,92.1
168.9,27.4,Female,78.2
155.6,28.82,Female,69.8
164.3,27.93,Female,75.4
170.9,32.7,Female,95.5
174.4,25.37,Female,77.2
156.7,25.03,Female,61.5
162.0,21.39,Female,56.1
151.0,21.94,Female,50.0
172.2,28.1,Female,83.3
162.0,32.16,Female,84.4
172.8,23.52,Female,70.2
159.3,29.54,Female,75.0
164.5,31.21,Female,84.5
166.0,27.43,Female,75.6
167.7,22.01,Female,61.9
164.1,22.23,Female,59.9
173.8,21.83,Female,65.9
169.5,25.88,Female,74.4
170.0,26.86,Female,77.6
163.1,24.04,Female,64.0
181.8,30.76,Female,101.7
171.4,25.93,Female,76.2
168.6,22.62,Female,64.3
167.7,25.09,Female,70.6
161.9,26.42,Female,69.3
169.0,28.48,Female,81.3
175.3,31.26,Female,96.1
163.1,22.88,Female,60.9
161.9,20.95,Female,54.9
160.8,27.27,Female,70.5
170.6,22.52,Female,65.5
171.7,25.28,Female,74.5
164.2,26.15,Female,70.5
177.6,23.5,Female,74.1
160.9,27.78,Female,71.9
174.5,28.2,Female,85.9
171.5,19.7,Female,57.9
167.4,24.59,Female,68.9
168.8,26.02,Female,74.1
152.7,28.79,Female,67.1
175.3,24.89,Female,76.5
167.8,24.42,Female,68.8
166.5,31.09,Female,86.2
157.8,29.96,Female,74.6
169.2,25.15,Female,72.0
167.6,30.35,Female,85.3
179.1,23.98,Female,76.9
169.7,22.66,Female,65.3
159.3,33.87,Female,86.0
149.2,26.14,Female,58.2
161.7,21.05,Female,55.0
164.6,24.1,Female,65.3
171.3,25.29,Female,74.2
162.2,19.64,Female,51.7
161.5,19.98,Female,52.1
176.1,31.09,Female,96.4
178.1,23.45,Female,74.4
154.0,20.07,Female,47.6
162.9,26.14,Female,69.4
170.3,27.65,Female,80.2
160.2,14.4,Female,37.0
155.0,26.45,Female,63.5
155.7,19.83,Female,48.1
170.7,23.88,Female,69.6
165.4,31.08,Female,85.0
167.9,24.59,Female,69.3
172.8,30.64,Female,91.5
171.6,30.04,Female,88.5
161.9,31.96,Female,83.8
171.3,28.14,Female,82.6
162.5,26.03,Female,68.7
169.2,25.81,Female,73.9
182.9,27.26,Female,91.2
167.9,29.09,Female,82.0
166.6,28.98,Female,80.4
171.4,26.86,Female,78.9
163.8,29.29,Female,78.6
167.4,23.8,Female,66.7
171.5,29.98,Female,88.2
170.3,27.11,Female,78.6
155.3,25.41,Female,61.3
160.5,26.98,Female,69.5
160.4,25.59,Female,65.8
167.4,31.87,Female,89.3
167.6,20.79,Female,58.4
163.7,25.22,Female,67.6
169.2,28.85,Female,82.6
168.5,28.22,Female,80.1
168.2,23.78,Female,67.3
172.9,26.93,Female,80.5
167.2,20.72,Female,57.9
165.8,26.91,Female,74.0
155.6,29.09,Female,70.4
158.1,19.9,Female,49.7
161.2,24.21,Female,62.9
168.7,25.07,Female,71.3
158.7,23.32,Female,58.7
167.7,25.8,Female,72.6
162.9,28.0,Female,74.3
169.4,28.17,Female,80.8
166.7,30.4,Female,84.5
164.7,28.74,Female,78.0
167.7,34.02,Female,95.7
167.4,26.01,Female,72.9
170.6,32.58,Female,94.8
169.9,25.86,Female,74.6
174.2,22.92,Female,69.6
165.4,27.27,Female,74.6
168.1,30.92,Female,87.4
164.6,27.11,Female,73.4
153.5,28.9,Female,68.1
170.3,23.75,Female,68.9
169.3,23.58,Female,67.6
161.9,31.94,Female,83.7
163.7,28.18,Female,75.5
165.1,24.37,Female,66.4
155.4,27.76,Female,67.0
157.5,22.01,Female,54.6
158.6,30.85,Female,77.6
163.8,28.64,Female,76.8
164.7,28.43,Female,77.1
171.0,32.47,Female,94.9
169.6,31.18,Female,89.7
166.3,20.25,Female,56.0
161.7,28.31,Female,74.0
174.7,29.63,Female,90.4
172.7,30.11,Female,89.8
154.8,23.31,Female,55.9
173.8,25.25,Female,76.3
170.4,24.95,Female,72.4
165.6,25.82,Female,70.8
171.6,24.63,Female,72.5
191.6,22.61,Female,83.0
165.0,25.37,Female,69.1
163.9,18.78,Female,50.4
169.1,27.84,Female,79.6
165.6,22.79,Female,62.5
169.3,21.8,Female,62.5
169.8,25.53,Female,73.6
157.9,28.09,Female,70.0
155.4,23.13,Female,55.9
162.7,19.99,Female,52.9
171.1,28.97,Female,84.8
159.3,29.76,Female,75.5
170.6,20.37,Female,59.3
178.6,26.92,Female,85.9
159.1,22.47,Female,56.9
165.0,25.29,Female,68.9
168.6,27.23,Female,77.4
164.8,25.19,Female,68.4
168.9,21.74,Female,62.0
165.9,23.33,Female,64.2
161.0,29.78,Female,77.2
175.5,25.46,Female,78.4
162.3,22.92,Female,60.4
165.9,31.85,Female,87.7
159.7,17.78,Female,45.3
162.1,27.39,Female,72.0
172.1,32.22,Female,95.4
168.0,23.59,Female,66.6
147.4,22.15,Female,48.1
161.6,22.82,Female,59.6
165.1,20.78,Female,56.6
164.4,31.38,Female,84.8
162.2,21.17,Female,55.7
175.6,38.4,Female,118.4
152.8,25.67,Female,59.9
170.9,26.18,Female,76.5
165.9,21.89,Female,60.2
167.2,17.83,Female,49.8
161.0,29.12,Female,75.5
163.5,29.61,Female,79.2
163.6,27.24,Female,72.9
165.1,25.35,Female,69.1
159.8,22.77,Female,58.1
173.7,26.63,Female,80.3
172.7,26.93,Female,80.3
165.3,27.84,Female,76.1
158.8,24.62,Female,62.1
163.9,24.66,Female,66.2
163.8,33.94,Female,91.1
163.4,23.51,Female,62.8
167.3,29.01,Female,81.2
170.5,25.26,Female,73.4
168.8,28.07,Female,80.0
167.8,26.03,Female,73.3
160.2,26.83,Female,68.9
162.3,30.0,Female,79.0
169.4,35.04,Female,100.6
166.1,25.26,Female,69.7
163.3,26.64,Female,71.0
161.9,26.46,Female,69.4
168.6,27.25,Female,77.5
174.5,33.72,Female,102.7
172.2,23.74,Female,70.4
177.9,26.31,Female,83.3
165.7,28.18,Female,77.4
171.3,34.96,Female,102.6
164.5,29.28,Female,79.2
170.9,32.36,Female,94.5
171.1,28.07,Female,82.2
170.5,29.0,Female,84.3
156.6,27.34,Female,67.0
161.1,29.14,Female,75.6
153.3,23.42,Female,55.0
166.4,32.48,Female,89.9
174.2,32.78,Female,99.5
165.6,24.26,Female,66.5
165.2,25.14,Female,68.6
154.2,24.96,Female,59.3
162.1,24.88,Female,65.4
160.3,23.1,Female,59.4
163.9,26.13,Female,70.2
167.6,30.9,Female,86.8
161.4,28.29,Female,73.7
160.9,31.46,Female,81.4
162.4,34.1,Female,89.9
146.7,29.35,Female,63.2
166.8,26.59,Female,74.0
168.3,24.47,Female,69.3
166.0,23.01,Female,63.4
166.4,27.36,Female,75.8
171.3,28.2,Female,82.7
161.9,20.69,Female,54.2
177.6,28.08,Female,88.6
168.6,21.68,Female,61.6
166.0,23.49,Female,64.7
163.7,22.51,Female,60.3
171.3,22.94,Female,67.3
156.7,29.1,Female,71.5
176.1,29.28,Female,90.8
165.8,21.03,Female,57.8
171.5,24.91,Female,73.3
169.2,31.7,Female,90.8
170.3,29.25,Female,84.8
161.1,28.24,Female,73.3
164.2,25.53,Female,68.8
168.3,26.1,Female,73.9
171.9,27.4,Female,81.0
166.7,26.82,Female,74.5
164.0,26.58,Female,71.5
168.4,24.55,Female,69.6
162.4,27.35,Female,72.1
168.3,32.61,Female,92.4
171.5,26.93,Female,79.2
166.9,29.37,Female,81.8
160.5,24.0,Female,61.8
159.2,22.73,Female,57.6
169.5,31.61,Female,90.8
175.0,24.33,Female,74.5
155.2,19.37,Female,46.7
170.7,24.6,Female,71.7
164.5,28.89,Female,78.2
164.5,30.21,Female,81.7
176.7,24.96,Female,77.9
156.9,26.61,Female,65.5
161.1,26.57,Female,69.0
156.0,27.88,Female,67.8
151.4,26.53,Female,60.8
169.5,23.0,Female,66.1
163.9,29.68,Female,79.7
164.7,21.82,Female,59.2
164.4,30.41,Female,82.2
163.1,31.11,Female,82.8
164.9,26.42,Female,71.8
175.2,29.35,Female,90.1
171.5,27.45,Female,80.7
173.6,29.47,Female,88.8
162.4,27.55,Female,72.7
161.6,25.23,Female,65.9
158.4,24.75,Female,62.1
156.5,27.24,Female,66.7
168.1,23.84,Female,67.4
158.6,31.18,Female,78.4
171.9,34.35,Female,101.5
165.2,25.15,Female,68.6
170.8,18.09,Female,52.8
168.1,22.59,Female,63.8
171.9,21.92,Female,64.8
166.0,27.04,Female,74.5
161.6,28.92,Female,75.5
164.7,23.66,Female,64.2
162.9,24.96,Female,66.2
171.1,29.2,Female,85.5
185.0,31.65,Female,108.3
173.7,31.18,Female,94.1
182.2,27.5,Female,91.3
176.3,24.85,Female,77.2
165.3,24.6,Female,67.2
158.1,28.97,Female,72.4
172.5,23.75,Female,70.7
174.4,25.76,Female,78.3
170.8,25.29,Female,73.8
172.8,28.9,Female,86.3
167.0,25.05,Female,69.9
168.7,27.45,Female,78.1
168.5,35.98,Female,102.2
161.8,24.74,Female,64.8
168.9,31.07,Female,88.6
170.1,20.85,Female,60.3
174.2,21.67,Female,65.8
171.4,27.8,Female,81.7
175.3,28.89,Female,88.8
164.6,21.61,Female,58.5
161.2,29.58,Female,76.9
165.4,23.25,Female,63.6
167.9,21.66,Female,61.1
162.3,30.47,Female,80.3
166.8,25.33,Female,70.5
161.8,29.96,Female,78.4
154.2,24.91,Female,59.2
160.6,26.53,Female,68.4
171.5,25.12,Female,73.9
164.0,27.34,Female,73.5
165.8,26.43,Female,72.7
153.6,26.5,Female,62.5
167.6,33.66,Female,94.6
168.9,20.56,Female,58.7
168.4,28.42,Female,80.6
167.3,33.14,Female,92.8
168.9,25.09,Female,71.6
161.5,30.19,Female,78.7
168.0,25.55,Female,72.1
178.1,28.35,Female,89.9
176.2,27.11,Female,84.2
158.5,29.81,Female,74.9
164.2,31.84,Female,85.8
158.9,18.85,Female,47.6
158.5,19.6,Female,49.2
160.8,23.37,Female,60.4
164.8,30.61,Female,83.1
162.7,31.13,Female,82.4
164.0,25.81,Female,69.4
167.1,24.16,Female,67.5
174.4,24.52,Female,74.6
174.7,27.67,Female,84.4
163.3,25.83,Female,68.9
174.1,19.91,Female,60.3
159.1,23.56,Female,59.6
163.3,30.76,Female,82.0
161.9,23.2,Female,60.8
173.1,30.13,Female,90.3
161.3,31.29,Female,81.4
175.1,29.94,Female,91.8
166.8,30.55,Female,85.0
163.2,32.62,Female,86.9
169.1,24.11,Female,68.9
155.2,30.96,Female,74.6
177.7,22.31,Female,70.4
163.4,27.03,Female,72.2
173.0,26.77,Female,80.1
169.6,30.56,Female,87.9
168.0,26.96,Female,76.1
169.5,19.89,Female,57.1
166.9,24.33,Female,67.8
154.0,28.93,Female,68.6
168.0,27.85,Female,78.6
170.7,19.98,Female,58.2
174.1,25.64,Female,77.7
148.4,26.82,Female,59.1
163.5,20.7,Female,55.3
171.7,26.42,Female,77.9
153.4,27.22,Female,64.1
168.6,23.17,Female,65.9
167.5,24.6,Female,69.0
149.3,30.24,Female,67.4
164.8,25.02,Female,68.0
174.8,22.94,Female,70.1
152.4,25.51,Female,59.2
163.0,27.64,Female,73.4
161.0,23.76,Female,61.6
174.0,28.34,Female,85.8
159.6,26.82,Female,68.3
168.4,29.54,Female,83.8
179.6,20.28,Female,65.4
158.5,25.56,Female,64.2
159.5,25.6,Female,65.1
163.0,23.01,Female,61.1
166.3,26.45,Female,73.1
177.9,20.24,Female,64.1
167.9,26.36,Female,74.3
168.4,26.77,Female,75.9
165.8,30.01,Female,82.5
178.8,21.15,Female,67.6
165.7,28.78,Female,79.0
156.6,22.94,Female,56.3
166.3,30.51,Female,84.4
170.8,21.97,Female,64.1
175.4,21.93,Female,67.5
169.0,28.62,Female,81.7
165.6,31.17,Female,85.5
170.3,21.93,Female,63.6
171.2,25.23,Female,73.9
161.8,20.9,Female,54.7
165.4,24.42,Female,66.8
167.8,26.82,Female,75.5
172.2,16.57,Female,49.1
156.9,26.32,Female,64.8
170.3,27.53,Female,79.8
161.8,24.49,Female,64.1
167.0,32.7,Female,91.2
160.7,30.62,Female,79.1
168.6,26.38,Female,75.0
174.0,27.46,Female,83.1
160.3,20.54,Female,52.8
165.4,27.49,Female,75.2
172.9,28.21,Female,84.3
170.7,23.74,Female,69.2
170.5,25.54,Female,74.2
161.7,26.85,Female,70.2
163.9,27.43,Female,73.7
161.6,22.02,Female,57.5
161.7,24.99,Female,65.3
165.3,24.15,Female,66.0
167.3,23.37,Female,65.4
177.3,18.79,Female,59.1
159.5,24.96,Female,63.5
153.3,28.67,Female,67.4
156.0,26.88,Female,65.4
161.1,24.35,Female,63.2
178.6,24.79,Female,79.1
177.6,26.64,Female,84.0
173.2,28.25,Female,84.7
164.0,26.68,Female,71.8
151.5,23.2,Female,53.2
156.9,23.27,Female,57.3
164.6,18.89,Female,51.2
168.6,27.54,Female,78.3
156.8,24.4,Female,60.0
154.7,25.99,Female,62.2
159.9,26.29,Female,67.2
172.6,28.82,Female,85.9
160.3,24.28,Female,62.4
164.1,21.42,Female,57.7
162.1,31.14,Female,81.8
166.5,22.4,Female,62.1
170.6,30.17,Female,87.8
171.4,25.03,Female,73.5
160.0,27.2,Female,69.6
186.3,24.85,Female,86.2
158.1,25.95,Female,64.9
170.9,27.35,Female,79.9
170.2,20.1,Female,58.2
178.8,25.42,Female,81.3
157.0,25.94,Female,63.9
179.6,22.82,Female,73.6
160.6,23.68,Female,61.1
151.1,24.55,Female,56.1
157.4,18.92,Female,46.9
165.1,30.68,Female,83.6
169.9,27.14,Female,78.3
170.1,23.32,Female,67.5
158.9,24.51,Female,61.9
160.7,21.72,Female,56.1
163.2,28.2,Female,75.1
170.5,30.52,Female,88.7
161.1,24.31,Female,63.1
174.9,29.48,Female,90.2
170.6,25.82,Female,75.1
166.0,25.1,Female,69.2
170.7,27.27,Female,79.5
174.5,23.88,Female,72.7
162.9,27.27,Female,72.4
158.9,22.62,Female,57.1
169.0,29.62,Female,84.6
162.8,22.86,Female,60.6
160.8,25.93,Female,67.0
158.5,25.36,Female,63.7
166.4,26.44,Female,73.2
165.5,21.07,Female,57.7
159.8,31.49,Female,80.4
165.5,24.13,Female,66.1
166.8,20.81,Female,57.9
154.3,27.17,Female,64.7
165.1,27.86,Female,75.9
168.4,28.07,Female,79.6
178.2,25.85,Female,82.1
156.5,33.25,Female,81.4
170.8,32.61,Female,95.1
159.4,31.16,Female,79.2
168.5,21.51,Female,61.1
159.2,25.78,Female,65.3
157.0,24.28,Female,59.8
160.0,26.29,Female,67.3
173.8,30.29,Female,91.5
160.9,27.94,Female,72.3
166.6,27.7,Female,76.9
165.6,23.11,Female,63.4
175.2,24.69,Female,75.8
159.5,28.53,Female,72.6
165.9,25.77,Female,70.9
164.2,23.78,Female,64.1
169.6,31.15,Female,89.6
164.0,25.76,Female,69.3
159.3,23.52,Female,59.7
160.4,27.02,Female,69.5
159.7,30.02,Female,76.6
159.5,26.25,Female,66.8
166.6,31.24,Female,86.7
162.0,28.44,Female,74.6
163.6,25.95,Female,69.5
167.0,31.56,Female,88.0
156.8,29.2,Female,71.8
154.7,23.42,Female,56.0
161.6,27.46,Female,71.7
164.2,26.26,Female,70.8
159.5,26.16,Female,66.6
155.5,29.25,Female,70.7
166.5,24.16,Female,67.0
162.9,21.66,Female,57.5
158.8,22.58,Female,56.9
156.4,24.28,Female,59.4
169.8,24.47,Female,70.6
160.8,23.44,Female,60.6
165.7,25.56,Female,70.2
163.4,24.05,Female,64.2
153.0,25.01,Female,58.5
162.6,26.21,Female,69.3
161.7,23.72,Female,62.0
178.3,24.64,Female,78.3
171.8,21.51,Female,63.5
160.7,22.23,Female,57.4
170.0,27.37,Female,79.1
151.8,27.06,Female,62.4
170.7,27.68,Female,80.7
165.4,24.53,Female,67.1
172.9,29.17,Female,87.2
161.0,27.48,Female,71.2
161.9,31.73,Female,83.2
169.2,36.04,Female,103.2
166.5,21.36,Female,59.2
168.7,27.43,Female,78.1
165.7,24.23,Female,66.5
162.8,26.7,Female,70.8
170.5,22.86,Female,66.5
161.2,24.88,Female,64.7
150.7,22.34,Female,50.7
162.6,23.63,Female,62.5
167.9,28.53,Female,80.4
165.9,19.31,Female,53.1
170.4,28.93,Female,84.0
169.6,20.42,Female,58.7
159.6,27.44,Female,69.9
158.9,24.16,Female,61.0
170.9,20.57,Female,60.1
163.6,27.35,Female,73.2
170.7,23.82,Female,69.4
179.1,26.87,Female,86.2
168.3,25.69,Female,72.8
163.2,24.28,Female,64.7
173.1,22.23,Female,66.6
160.5,22.33,Female,57.5
152.8,26.23,Female,61.2
163.1,26.08,Female,69.4
163.9,23.44,Female,63.0
169.2,25.83,Female,73.9
152.3,24.74,Female,57.4
168.0,23.11,Female,65.2
169.9,24.92,Female,71.9
154.7,21.2,Female,50.7
162.3,29.78,Female,78.4
158.4,23.32,Female,58.5
165.9,27.18,Female,74.8
162.9,23.61,Female,62.7
161.8,29.36,Female,76.9
170.3,27.0,Female,78.3
163.7,23.85,Female,63.9
173.9,25.45,Female,77.0
156.6,25.47,Female,62.5
161.7,32.82,Female,85.8
154.0,32.49,Female,77.1
172.3,30.64,Female,91.0
170.1,31.81,Female,92.0
160.1,22.68,Female,58.1
166.0,21.63,Female,59.6
161.2,22.32,Female,58.0
168.1,24.55,Female,69.4
173.6,21.7,Female,65.4
167.7,27.97,Female,78.7
170.5,26.55,Female,77.2
166.2,20.49,Female,56.6
170.1,25.92,Female,75.0
159.9,21.74,Female,55.6
171.8,23.94,Female,70.7
167.0,26.79,Female,74.7
170.4,27.25,Female,79.1
166.5,25.74,Female,71.4
151.4,31.93,Female,73.2
158.6,24.83,Female,62.5
182.2,27.61,Female,91.7
172.6,28.41,Female,84.6
156.6,25.43,Female,62.4
168.6,23.53,Female,66.9
168.1,19.53,Female,55.2
160.3,29.13,Female,74.9
162.4,25.61,Female,67.5
159.4,30.13,Female,76.6
155.5,25.29,Female,61.2
160.9,20.1,Female,52.0
169.5,24.96,Female,71.7
179.3,28.0,Female,90.0
164.9,21.25,Female,57.8
163.7,23.96,Female,64.2
158.1,26.64,Female,66.6
167.0,27.08,Female,75.5
168.8,20.49,Female,58.4
172.9,32.88,Female,98.3
167.0,20.75,Female,57.9
157.3,30.26,Female,74.9
165.8,27.66,Female,76.0
159.3,28.63,Female,72.7
163.9,30.09,Female,80.8
162.0,24.01,Female,63.0
176.3,26.03,Female,80.9
170.2,25.01,Female,72.4
163.1,21.88,Female,58.2
167.6,24.45,Female,68.7
166.9,34.73,Female,96.7
169.3,25.96,Female,74.4
170.2,22.14,Female,64.1
174.2,26.83,Female,81.4
169.3,25.8,Female,73.9
152.1,23.97,Female,55.5
164.5,29.03,Female,78.6
170.9,27.07,Female,79.1
164.1,31.78,Female,85.6
172.9,27.32,Female,81.7
154.7,26.03,Female,62.3
175.4,25.24,Female,77.7
174.0,26.02,Female,78.8
162.3,31.36,Female,82.6
164.2,29.82,Female,80.4
174.0,26.81,Female,81.2
179.8,22.94,Female,74.2
160.1,18.77,Female,48.1
175.4,24.02,Female,73.9
178.3,25.13,Female,79.9
161.6,25.65,Female,67.0
170.6,31.57,Female,91.9
162.6,27.53,Female,72.8
158.7,23.55,Female,59.3
160.2,26.74,Female,68.6
151.7,30.56,Female,70.3
162.0,25.21,Female,66.2
171.2,24.84,Female,72.8
160.4,23.84,Female,61.3
162.3,24.12,Female,63.5
159.0,17.29,Female,43.7
169.3,22.36,Female,64.1
165.6,29.33,Female,80.4
172.8,24.05,Female,71.8
161.1,29.78,Female,77.3
165.5,21.41,Female,58.6
166.9,19.9,Female,55.4
163.6,28.84,Female,77.2
162.1,20.01,Female,52.6
167.0,24.5,Female,68.3
160.0,28.29,Female,72.4
174.1,26.82,Female,81.3
169.4,32.45,Female,93.1
168.1,32.75,Female,92.5
170.8,28.1,Female,82.0
175.4,25.35,Female,78.0
158.5,29.29,Female,73.6
162.4,23.6,Female,62.2
171.6,25.7,Female,75.7
170.7,24.67,Female,71.9
167.7,19.33,Female,54.4
177.6,24.5,Female,77.3
169.2,28.38,Female,81.2
153.3,19.47,Female,45.8
163.5,26.23,Female,70.1
182.1,25.07,Female,83.1
163.3,25.72,Female,68.6
164.6,32.1,Female,87.0
160.6,28.99,Female,74.8
169.2,23.44,Female,67.1
168.4,21.93,Female,62.2
154.9,24.23,Female,58.1
162.6,21.69,Female,57.3
179.7,23.39,Female,75.5
154.9,27.84,Female,66.8
166.9,25.31,Female,70.5
170.0,27.38,Female,79.1
165.1,24.45,Female,66.6
162.3,20.11,Female,53.0
146.9,25.67,Female,55.4
170.2,29.39,Female,85.1
174.5,21.5,Female,65.5
164.7,23.06,Female,62.6
167.6,24.34,Female,68.4
171.5,18.89,Female,55.6
165.5,24.36,Female,66.7
171.3,25.32,Female,74.3
151.3,25.57,Female,58.5
163.4,24.82,Female,66.3
162.6,26.77,Female,70.8
154.4,26.65,Female,63.5
170.9,24.75,Female,72.3
165.0,28.43,Female,77.4
166.9,36.75,Female,102.4
154.1,22.24,Female,52.8
162.1,30.83,Female,81.0
172.3,21.08,Female,62.6
165.8,21.04,Female,57.8
168.6,19.69,Female,56.0
166.6,24.44,Female,67.8
162.5,30.95,Female,81.7
169.5,29.88,Female,85.8
159.0,25.62,Female,64.8
178.6,32.22,Female,102.8
175.3,21.14,Female,65.0
178.3,27.63,Female,87.8
156.2,22.76,Female,55.5
173.4,21.63,Female,65.0
160.7,29.79,Female,76.9
162.1,25.2,Female,66.2
173.9,24.55,Female,74.2
170.3,28.44,Female,82.5
173.1,24.67,Female,73.9
167.8,29.86,Female,84.1
172.6,26.56,Female,79.1
167.4,22.93,Female,64.3
155.4,25.08,Female,60.6
152.2,24.92,Female,57.7
150.9,28.47,Female,64.8
175.7,31.57,Female,97.5
164.8,26.65,Female,72.4
154.9,21.38,Female,51.3
155.5,29.92,Female,72.3
164.7,30.36,Female,82.4
165.0,27.22,Female,74.1
175.1,25.95,Female,79.6
161.1,31.64,Female,82.1
159.9,21.38,Female,54.7
168.5,25.19,Female,71.5
168.1,24.55,Female,69.4
161.0,30.72,Female,79.6
163.6,25.5,Female,68.3
170.3,24.79,Female,71.9
171.8,26.66,Female,78.7
173.8,18.53,Female,56.0
166.0,24.38,Female,67.2
163.3,25.11,Female,67.0
167.3,27.68,Female,77.5
170.1,23.71,Female,68.6
164.7,25.81,Female,70.0
171.1,25.46,Female,74.5
154.3,26.7,Female,63.6
169.1,29.81,Female,85.2
168.2,22.51,Female,63.7
166.6,22.75,Female,63.1
168.0,24.66,Female,69.6
154.9,28.53,Female,68.5
171.5,18.22,Female,53.6
156.6,19.02,Female,46.6
164.5,26.14,Female,70.7
160.3,27.74,Female,71.3
166.8,27.24,Female,75.8
157.2,23.08,Female,57.0
155.3,31.29,Female,75.5
165.2,20.62,Female,56.3
168.0,31.7,Female,89.5
170.8,25.46,Female,74.3
171.8,25.5,Female,75.3
163.4,29.72,Female,79.4
158.9,33.59,Female,84.8
167.8,28.57,Female,80.4
167.3,24.73,Female,69.2
180.6,22.79,Female,74.3
162.2,26.07,Female,68.6
158.3,26.38,Female,66.1
153.7,22.92,Female,54.1
169.2,28.82,Female,82.5
161.4,25.34,Female,66.0
155.9,30.1,Female,73.2
150.5,24.07,Female,54.5
163.6,23.47,Female,62.8
161.6,28.17,Female,73.6
173.8,28.68,Female,86.6
170.6,23.21,Female,67.6
172.9,17.2,Female,51.4
165.7,30.62,Female,84.1
170.2,26.93,Female,78.0
160.5,30.31,Female,78.1
166.3,20.74,Female,57.4
164.0,25.15,Female,67.6
169.2,26.54,Female,76.0
163.1,20.33,Female,54.1
173.2,23.98,Female,71.9
161.5,25.38,Female,66.2
164.8,26.62,Female,72.3
165.7,26.19,Female,71.9
174.0,23.58,Female,71.4
157.6,20.64,Female,51.3
163.8,31.82,Female,85.4
164.3,20.86,Female,56.3
168.7,33.62,Female,95.7
160.3,29.49,Female,75.8
164.0,33.57,Female,90.3
170.9,26.45,Female,77.3
174.7,31.12,Female,95.0
160.0,30.61,Female,78.4
170.3,14.33,Female,41.6
168.4,27.51,Female,78.0
171.9,28.59,Female,84.5
161.3,21.72,Female,56.5
156.2,23.08,Female,56.3
166.5,30.75,Female,85.2
163.4,24.93,Female,66.6
169.1,25.17,Female,72.0
167.4,29.83,Female,83.6
